Cyber Range Knowledge assessment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;# Correct;# Incorrect;935;960;128;581;140;234;122;386;482;395;391;189;354;612;461;723;235;392;350;309;242;611;492;773;521;120;123;552;126;479;212;230;473;190;519;895;129;501;239;294;148;423;940;420
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pretest;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q1;What is a Man in the Middle Attack?;41;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0
Q2;What could be the reason that the attacker deletes log files?;40;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;0
Q3;Ping requests/commands are used using the ICMP protocol. What are the potential malicious actions?;36;8;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;1;1
Q4;How does ARP Spoofing work?;26;18;1;1;0;1;0;0;1;1;0;0;0;0;0;1;1;0;1;1;0;1;1;0;0;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;0;1;1;0;0;1
Q5;What is the direct benefit of using a SIEM?;36;8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0
Q6;What is the main task of a Security Information and Event Management (SIEM)?;31;13;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0
Q7;"What does the tag ""title"" describe in a SIEM dashboard?";35;9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;1;0;1;0;0
Q8;What is a plugin sid in a SIEM?;19;25;1;0;1;0;0;1;0;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0
Q9;What is a directive within dSIEM (a specific SIEM product)?;16;28;1;1;0;1;1;1;0;1;0;1;0;1;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q10;Regarding headers of a directive and the rules:;25;19;1;1;0;0;1;0;1;0;1;1;1;0;0;0;0;1;0;0;0;0;1;0;1;1;1;1;1;1;0;1;0;1;1;0;1;1;1;0;1;1;0;1;0;1
Q11;What does occurence define in a SIEM rule?;19;25;0;1;1;1;1;1;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;1
Q12;What is the purpose of stages in a SIEM?;15;29;1;0;1;1;1;0;1;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
Q13;What is a timeout in a SIEM?;9;35;0;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Posttest;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q1;What is a Man in the Middle Attack?;44;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Q2;What could be the reason that the attacker deletes log files?;43;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Q3;Ping requests/commands are used using the ICMP protocol. What are the potential malicious actions?;40;4;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1
Q4;How does ARP Spoofing work?;34;10;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0
Q5;What is the direct benefit of using a SIEM?;43;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Q6;What is the main task of a Security Information and Event Management (SIEM)?;40;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;0
Q7;"What does the tag ""title"" describe in a SIEM dashboard?";35;9;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;1;0;1;1;0;1
Q8;What is a plugin sid in a SIEM?;41;3;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1
Q9;What is a directive within dSIEM (a specific SIEM product)?;40;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0
Q10;Regarding headers of a directive and the rules:;37;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;1;1;1;0;0
Q11;What does occurence define in a SIEM rule?;38;6;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0
Q12;What is the purpose of stages in a SIEM?;36;8;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;1;0;1;1;0;0
Q13;What is a timeout in a SIEM?;31;13;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;1;1;0
Q14;Have you ever used or have seen any learning content regarding SIEMs in the past?;;;No;Yes;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No
;Education;;;Postgraduate;Postgraduate;Postgraduate;Postgraduate;Postgraduate;Postgraduate;Postgraduate;Postgraduate;Postgraduate;Postgraduate;Postgraduate;Postgraduate;Postgraduate;Undergraduate;Postgraduate;Postgraduate;Postgraduate;Postgraduate;Undergraduate;Postgraduate;Postgraduate;Undergraduate;Undergraduate;Undergraduate;Undergraduate;Undergraduate;Undergraduate;Undergraduate;Undergraduate;Undergraduate;Undergraduate;Undergraduate;Undergraduate;Undergraduate;Undergraduate;Undergraduate;Undergraduate;Undergraduate;Undergraduate;Postgraduate;Undergraduate;Undergraduate;Undergraduate;Undergraduate
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cyberrange;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Points (max. 101);;;93;48;92;82;86;59;28;93;76;43;91;65;101;96;96;78;96;56;92;76;46;99;89;37;42;58;93;42;33;33;30;47;84;84;30;38;100;89;85;53;55;43;37;43
;Start time;;;04.03.2021 12:16;03.03.2021 12:15;04.03.2021 12:05;11.03.2021 12:30;04.03.2021 12:05;03.03.2021 12:05;03.03.2021 12:06;03.03.2021 12:12;11.03.2021 12:23;11.03.2021 11:49;11.03.2021 12:08;03.03.2021 12:07;04.03.2021 11:58;03.03.2021 12:06;04.03.2021 12:14;03.03.2021 12:36;03.03.2021 12:12;04.03.2021 12:07;04.03.2021 12:17;04.03.2021 12:15;04.03.2021 12:15;03.03.2021 12:11;11.03.2021 12:19;05.03.2021 19:01;06.03.2021 17:06;13.03.2021 09:43;05.03.2021 19:03;06.03.2021 10:00;14.03.2021 14:13;06.03.2021 09:59;06.03.2021 10:02;06.03.2021 17:15;12.03.2021 11:27;06.03.2021 17:10;06.03.2021 10:13;06.03.2021 17:00;06.03.2021 17:09;11.03.2021 12:19;06.03.2021 17:12;11.03.2021 10:30;06.03.2021 10:15;06.03.2021 09:58;06.03.2021 10:16;11.03.2021 11:49
;End time;;;04.03.2021 13:22;03.03.2021 13:15;04.03.2021 13:06;11.03.2021 13:59;04.03.2021 13:11;03.03.2021 13:01;03.03.2021 13:03;03.03.2021 13:08;11.03.2021 13:07;11.03.2021 13:35;11.03.2021 13:23;03.03.2021 13:03;04.03.2021 13:10;03.03.2021 12:50;04.03.2021 12:48;03.03.2021 12:50;03.03.2021 12:52;04.03.2021 13:18;04.03.2021 13:19;04.03.2021 13:20;04.03.2021 13:15;03.03.2021 12:57;11.03.2021 14:07;05.03.2021 20:37;06.03.2021 18:42;13.03.2021 12:16;05.03.2021 20:12;06.03.2021 11:23;14.03.2021 16:44;06.03.2021 11:57;06.03.2021 11:59;06.03.2021 18:20;12.03.2021 13:01;06.03.2021 17:56;06.03.2021 12:11;06.03.2021 18:54;06.03.2021 17:58;11.03.2021 14:07;06.03.2021 18:19;11.03.2021 12:06;06.03.2021 12:26;06.03.2021 12:13;06.03.2021 11:57;11.03.2021 13:35
;Duration;;;01:05:31;01:00:19;01:00:49;01:29:05;01:06:09;00:56:04;00:57:31;00:55:57;00:43:38;01:45:54;01:15:08;00:56:20;01:11:39;00:43:17;00:33:58;00:13:40;00:40:53;01:10:45;01:02:06;01:04:24;01:00:34;00:45:54;01:48:05;01:36:16;01:35:49;02:32:44;01:08:37;01:23:19;02:30:34;01:58:08;01:57:40;01:05:16;01:33:15;00:46:18;01:58:27;01:54:05;00:48:43;01:48:05;01:06:44;01:35:39;02:11:17;02:14:51;01:41:03;01:45:54
;Group;;;2;1;2;6;2;1;1;1;6;6;6;1;2;1;2;1;1;2;2;2;2;1;4;5;4;4;5;3;4;3;3;4;4;4;3;4;4;4;4;4;3;3;3;6
